Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion
44,2,2,1,5,4,1,1,3,2,6,4,0,4,0,11,3,0,3,3,7,0
50,0,1,2,4,3,2,1,3,5,7,3,0,2,0,11,4,1,2,2,1,7
54,0,1,5,2,3,1,1,3,5,7,1,0,4,1,11,3,1,4,2,2,1
37,2,1,10,3,3,1,1,3,3,5,3,2,6,1,11,2,2,5,3,0,0
40,0,1,24,2,1,1,1,3,2,1,4,2,1,1,17,1,2,3,3,8,4
42,0,1,2,3,3,3,1,2,1,4,2,0,4,1,14,2,1,3,3,0,0
43,0,1,2,2,3,4,0,4,1,1,3,2,1,1,12,4,2,3,2,3,1
36,0,1,1,3,5,3,0,3,2,5,2,0,0,1,15,1,1,2,3,7,0
34,0,1,10,3,0,2,1,3,1,4,2,2,1,1,14,2,2,3,3,0,1
29,0,0,3,2,3,2,0,3,2,2,3,0,1,1,14,1,1,5,2,0,1
27,0,1,2,4,1,2,1,3,1,1,2,0,1,1,11,3,1,3,2,3,1
35,0,2,26,4,0,3,0,3,3,6,4,1,1,0,16,3,0,2,3,0,1
40,1,1,8,2,0,4,1,3,2,8,4,2,3,0,18,3,0,2,3,2,2
34,0,1,29,3,3,2,1,3,2,4,3,0,4,1,13,1,2,1,3,7,7
31,0,0,5,4,0,1,0,3,2,2,4,0,1,1,11,1,2,2,3,0,0
22,0,1,15,3,3,2,0,3,1,4,4,1,1,1,15,3,0,5,3,0,0
55,0,1,2,2,3,4,0,1,5,0,3,0,4,1,14,4,1,5,3,9,9
55,0,1,2,3,0,3,0,3,4,0,4,1,2,0,13,3,0,2,3,4,1
46,0,1,15,2,0,4,1,3,5,7,2,0,5,1,11,1,1,2,3,2,0
26,2,1,5,2,3,3,0,2,1,1,3,0,1,0,14,1,1,2,3,7,1
42,0,1,29,3,0,2,1,3,2,5,2,0,1,1,13,4,1,3,2,8,7
39,0,0,21,4,0,1,1,2,2,2,4,0,3,0,12,4,2,2,4,4,1
46,0,2,1,2,0,4,0,3,1,6,1,1,6,1,12,3,0,3,4,6,5
52,2,1,25,4,3,3,0,2,4,5,4,0,3,1,22,3,0,3,3,8,0
25,0,1,4,1,1,4,1,3,1,4,4,0,1,0,15,2,1,3,4,7,5
27,0,1,4,2,0,1,1,3,1,1,3,2,1,1,11,2,3,2,3,3,0
58,2,1,2,1,0,4,1,2,1,4,4,2,9,0,14,4,1,3,2,0,0
40,2,1,2,2,3,3,0,4,2,8,2,0,1,1,24,4,1,2,3,7,3
45,2,1,1,4,3,2,1,3,2,8,3,1,4,1,12,3,0,3,3,2,0
46,0,1,7,2,3,4,1,3,3,5,3,2,6,1,13,2,1,3,3,7,0
19,2,0,1,1,1,3,0,1,1,3,1,1,0,1,21,1,0,5,4,0,0
49,0,1,8,2,5,1,0,3,3,4,2,0,4,1,11,3,1,3,2,9,1
32,0,0,4,2,0,3,0,3,1,3,2,0,2,1,11,1,1,5,3,3,1
58,0,1,2,3,1,4,1,3,1,1,3,1,4,1,24,1,0,4,3,0,0
38,0,0,1,3,0,1,1,2,1,3,1,1,4,1,14,1,0,3,2,0,0
35,0,1,27,4,0,4,1,3,2,5,3,0,2,1,16,2,1,3,3,7,0
20,0,1,3,3,0,1,1,2,1,4,3,1,1,1,12,1,0,2,2,2,1
31,1,1,9,2,3,3,1,2,1,1,1,1,0,0,22,1,0,0,3,2,1
56,0,1,7,2,1,4,1,3,1,4,3,0,8,1,11,4,1,4,1,9,9
31,0,0,7,3,2,4,1,3,2,2,4,2,4,1,12,4,3,3,3,7,1
30,2,1,23,3,0,1,1,1,1,1,3,2,1,1,25,3,3,2,2,7,0
54,0,1,7,4,3,4,0,3,2,1,4,0,4,1,15,2,1,2,2,1,1
29,1,1,1,1,1,4,1,3,2,5,3,0,1,1,13,1,1,1,3,7,0
27,0,1,8,3,3,3,0,3,1,1,4,1,1,1,11,3,0,5,2,2,1
53,0,0,7,2,2,1,0,2,3,2,4,0,7,0,18,4,1,3,3,2,0
25,0,0,28,3,0,1,1,2,2,2,3,0,2,1,18,4,0,3,3,2,2
26,0,1,6,3,5,3,0,2,1,1,2,0,1,1,19,3,0,3,2,4,4
31,0,0,7,3,0,3,1,2,3,0,4,2,9,1,21,3,1,3,2,4,0
36,2,1,11,3,0,2,1,2,2,5,2,1,1,1,13,3,0,3,3,5,0
35,2,1,4,4,5,4,1,2,1,4,4,0,1,1,13,2,1,2,4,2,2
55,2,1,18,4,3,3,1,3,2,8,2,0,3,0,14,4,2,3,3,7,6
40,0,1,1,4,0,1,1,3,4,0,1,2,2,1,11,1,1,3,3,7,11
28,1,1,24,2,1,2,1,2,3,8,1,1,1,1,12,1,0,2,2,7,1
30,0,1,10,3,3,1,0,3,3,5,3,1,9,1,14,2,0,3,3,7,0
32,0,1,8,2,3,3,0,4,2,1,3,0,5,1,12,3,1,3,2,3,1
38,2,1,12,3,0,1,1,2,2,8,1,2,2,1,15,3,1,3,2,3,1
36,0,0,11,4,2,2,0,2,2,2,4,0,4,1,13,1,1,2,2,3,0
29,0,1,9,4,3,4,0,3,1,4,3,0,9,1,17,3,1,2,3,3,1
46,0,0,1,2,2,2,0,3,3,2,1,2,1,1,25,3,3,2,3,13,15
44,0,1,2,3,0,3,0,4,3,8,4,0,1,0,19,2,1,2,3,7,6
34,2,0,6,2,2,4,0,1,1,3,3,2,0,1,16,4,1,3,2,2,1
37,0,2,6,4,4,3,1,3,1,6,1,2,4,0,22,4,0,3,3,2,0
29,2,0,13,3,1,1,0,3,2,2,2,1,5,1,11,1,0,4,1,3,0
54,0,0,3,3,2,4,0,3,2,2,1,0,2,1,14,4,1,4,3,2,0
42,0,0,5,2,2,4,1,3,5,0,3,0,6,1,13,2,0,3,4,0,0
45,0,1,8,4,5,4,1,3,2,1,4,0,9,1,14,1,2,3,3,9,9
44,0,2,1,3,0,3,0,3,1,6,4,2,4,0,18,1,3,2,3,2,2
34,0,1,6,4,0,3,0,2,2,1,2,2,6,1,15,3,1,3,3,0,0
34,0,0,9,1,0,2,0,3,2,2,3,0,1,1,20,1,0,3,2,5,1
38,0,1,1,3,1,4,0,3,3,7,1,0,1,1,13,2,1,3,3,12,5
27,0,1,6,3,0,4,1,2,1,1,3,0,1,1,13,3,1,0,3,2,2
36,0,1,5,2,0,4,1,3,2,4,2,1,8,1,16,4,0,3,4,11,3
40,0,1,2,3,3,2,0,2,2,4,3,0,6,1,22,2,1,3,3,0,0
56,0,1,24,2,0,1,1,3,1,4,4,1,1,1,16,4,0,3,3,2,1
32,0,1,7,2,0,4,1,3,2,4,3,0,1,1,18,1,1,3,3,4,1
31,0,1,5,4,1,3,1,3,1,1,4,0,0,0,12,3,1,4,3,2,0
33,0,1,8,4,0,4,1,4,1,1,1,0,6,1,19,2,1,1,3,8,7
38,0,1,9,2,0,2,1,3,1,1,4,2,2,1,19,4,2,0,4,2,0
32,0,0,10,3,2,4,1,3,2,2,4,1,1,1,12,4,0,2,2,7,0
24,0,0,1,1,1,1,0,3,1,3,2,1,1,0,16,2,0,4,3,3,1
31,2,1,3,4,3,2,1,3,3,7,3,2,9,1,12,1,1,3,3,2,2
26,2,0,1,3,3,3,1,2,2,2,1,1,1,1,12,2,0,2,3,7,0
38,0,0,7,4,2,4,0,2,2,2,4,1,0,1,20,1,0,2,3,7,0
35,0,0,7,1,0,4,1,3,1,3,3,0,1,1,13,1,1,3,3,0,0
35,0,1,1,3,3,4,1,2,1,4,1,1,1,1,19,2,0,3,3,0,1
35,0,0,18,4,3,2,1,3,2,2,1,0,0,1,16,4,1,2,1,3,0
51,0,1,11,2,1,4,0,2,4,5,2,1,3,1,16,2,0,1,2,2,0
31,0,1,7,2,3,2,0,3,2,5,1,0,1,1,12,2,1,5,1,10,3
24,1,1,4,1,0,1,1,2,1,4,4,0,0,1,17,4,0,2,2,2,3
37,1,1,2,2,0,3,1,2,2,8,4,2,5,1,14,4,1,2,4,0,0
21,0,1,1,1,1,4,0,2,1,1,2,1,1,0,11,3,0,6,4,2,2
39,1,1,1,3,0,4,1,3,2,4,4,0,1,0,15,4,1,2,3,8,5
39,2,1,4,3,3,1,0,3,2,5,3,1,0,1,13,4,0,2,1,2,3
30,0,1,22,3,0,1,0,3,1,1,3,0,4,0,11,2,0,2,3,2,0
40,0,1,14,3,3,3,1,2,5,7,3,1,1,1,14,1,0,2,4,7,4
26,0,1,2,1,3,1,1,2,1,1,4,1,0,1,12,4,0,2,3,3,1
28,0,1,5,4,1,3,1,3,1,4,3,1,1,0,13,3,0,3,2,2,2
30,0,1,2,3,3,3,0,2,2,5,4,1,5,0,24,2,0,4,2,0,0
30,1,0,25,2,1,4,0,3,2,2,3,0,7,0,12,2,1,2,4,2,2
28,1,1,16,3,3,3,1,3,1,1,3,1,1,1,14,3,0,3,2,3,1
26,0,0,29,2,3,1,1,3,2,2,3,2,5,1,12,1,2,5,3,0,0
34,0,1,7,4,0,1,0,3,3,7,2,1,0,1,11,3,0,4,3,6,2
28,0,0,9,4,0,2,1,3,2,2,4,1,1,1,16,4,0,1,3,5,0
41,0,2,1,3,4,4,1,2,5,0,3,0,1,1,12,2,1,3,3,7,2
27,2,1,2,3,3,4,1,3,1,1,4,1,2,1,13,3,0,0,2,2,1
45,1,0,6,3,3,4,0,2,3,2,4,1,6,1,12,4,0,2,3,7,12
23,0,1,6,3,0,3,1,4,1,4,1,0,1,0,21,3,2,2,3,0,0
31,1,1,5,3,3,2,1,3,2,5,1,1,0,1,19,2,0,2,3,4,1
44,0,1,20,3,0,4,1,3,1,1,2,1,1,1,13,3,0,3,2,2,1
44,0,1,3,4,5,4,1,3,5,0,4,0,4,0,12,1,1,2,4,2,0
30,0,0,8,2,5,3,1,3,3,2,3,2,5,1,11,1,1,2,4,4,7
49,0,1,7,3,5,2,1,2,3,8,3,1,8,1,24,3,0,2,3,2,0
55,0,0,13,4,2,1,1,4,4,2,3,1,6,0,17,3,0,2,2,7,3
45,0,1,5,5,3,3,0,1,2,4,1,1,1,0,14,1,0,3,3,7,1
28,0,1,17,2,3,3,1,3,2,4,1,2,1,1,12,4,1,2,3,0,1
30,1,1,3,3,0,3,1,3,1,4,4,0,4,1,15,3,1,3,1,3,1
49,0,1,1,3,0,3,1,3,4,0,3,1,4,1,14,1,0,2,3,7,0
30,1,1,9,3,3,3,1,3,2,4,1,2,1,1,11,3,2,4,3,9,6
31,0,1,12,3,3,4,0,3,2,8,4,0,0,0,11,3,2,2,1,7,8
28,2,1,6,3,0,3,1,2,1,1,3,2,1,0,14,4,1,2,3,1,0
47,0,1,2,2,3,1,0,3,2,5,4,2,5,1,13,3,3,2,3,0,0
45,0,2,4,3,0,3,0,1,3,6,3,0,4,1,21,3,2,2,4,0,0
41,0,1,9,4,0,3,1,3,1,4,1,2,1,1,20,2,2,2,3,3,0
45,1,1,23,2,0,4,1,3,2,4,1,0,1,0,15,3,1,2,3,8,0
29,2,0,2,2,0,2,1,3,2,2,4,1,1,1,18,1,0,3,2,7,0
24,0,1,21,2,1,3,1,2,1,4,1,2,0,1,14,2,3,3,3,1,0
32,1,1,1,4,1,4,1,3,2,1,1,0,4,1,14,2,1,3,2,5,1
35,0,1,9,3,0,4,0,2,3,5,3,0,1,0,20,2,1,2,3,14,5
39,0,1,1,1,0,4,0,2,4,5,4,0,1,1,16,3,1,3,3,6,11
33,0,0,8,4,2,3,1,3,2,2,3,2,0,1,12,4,0,3,3,0,1
40,2,1,9,4,3,4,1,3,1,1,2,2,8,0,14,4,1,2,3,1,0
41,0,0,1,2,0,2,0,3,2,2,4,1,8,0,11,1,0,0,1,4,0
43,0,0,4,4,2,4,0,2,3,2,4,1,3,1,14,4,0,3,4,7,15
35,1,1,8,4,0,3,0,3,2,8,3,0,1,1,12,4,1,5,3,11,2
38,0,1,2,2,3,4,0,2,3,5,3,0,3,0,19,4,1,6,4,4,0
39,0,0,3,2,3,4,0,3,2,2,3,0,4,0,18,1,0,3,2,0,0
20,2,1,6,3,0,4,0,2,1,4,4,1,1,0,18,2,0,5,3,0,1
51,0,1,8,4,0,2,1,2,3,7,2,0,5,1,16,4,2,5,1,9,4
29,0,1,6,1,3,2,0,3,1,4,4,0,1,1,13,1,1,5,3,8,0
33,0,1,5,4,0,3,0,2,1,1,4,0,1,1,13,3,1,2,2,2,0
32,0,1,2,3,1,4,1,3,1,1,1,1,1,1,14,4,0,4,3,2,1
43,0,1,15,2,0,3,1,2,4,7,3,0,1,1,24,1,1,3,3,10,6
42,0,1,8,3,0,4,1,3,1,4,3,1,4,1,13,4,0,3,3,0,0
38,2,1,2,2,3,3,0,2,1,4,2,0,4,1,14,2,1,4,2,1,0
46,0,1,13,4,0,3,1,3,2,8,2,1,6,1,14,4,0,3,3,7,0
46,1,1,7,4,3,3,0,3,2,5,3,0,2,1,14,3,0,2,4,0,0
37,0,1,1,2,3,3,0,2,1,1,1,0,2,1,14,1,1,2,2,1,0
48,0,1,4,4,0,3,1,2,3,8,3,1,7,1,14,2,0,3,3,11,4
32,2,1,16,1,0,2,0,1,1,1,1,1,1,0,22,2,0,5,3,2,6
29,0,0,23,1,0,4,0,2,3,2,1,0,1,1,13,1,1,3,1,8,3
49,2,1,2,1,0,2,1,3,5,7,4,0,3,1,15,4,0,3,3,4,4
36,0,1,7,4,5,2,1,3,1,1,4,1,2,1,18,3,0,6,3,2,0
40,0,0,14,2,0,4,0,3,2,2,1,0,1,1,15,3,1,2,3,4,1
33,2,1,3,4,0,4,0,3,1,1,3,0,1,0,11,3,0,3,3,7,3
26,0,2,25,1,0,3,0,3,1,6,3,0,1,1,23,4,1,3,3,7,5
40,2,1,9,4,3,2,0,3,3,7,3,1,9,1,17,3,0,3,2,7,2
26,0,0,1,3,0,3,1,3,2,2,3,0,1,1,17,2,1,3,3,7,7
31,2,0,5,3,2,4,0,3,1,3,2,2,1,1,11,3,1,5,2,2,2
35,0,0,18,3,3,3,0,3,2,2,3,0,1,1,16,2,0,3,3,2,1
34,0,0,3,3,5,4,1,1,2,2,1,1,3,1,18,4,0,2,3,9,3
41,0,1,5,3,0,2,1,4,2,8,2,1,3,1,12,1,0,3,1,2,1
31,0,1,9,4,0,3,1,2,1,1,2,1,0,0,16,4,0,5,3,2,2
60,0,1,1,4,3,3,1,1,3,8,4,2,3,1,20,3,1,2,4,0,0
37,2,0,4,4,2,1,1,3,1,3,4,2,4,1,17,3,1,2,3,8,5
27,0,0,8,4,2,2,0,3,2,2,2,0,1,1,18,1,1,3,3,7,0
43,2,1,17,3,1,3,1,2,1,1,3,0,9,0,16,4,1,4,3,0,0
45,0,1,2,3,0,2,0,2,1,1,3,1,1,1,14,4,0,3,3,0,0
29,0,1,19,3,1,4,1,3,2,5,4,2,4,1,12,2,2,2,4,2,1
59,0,0,25,3,0,1,0,3,3,2,1,1,7,1,11,4,0,3,2,16,7
33,2,0,5,1,0,2,1,3,2,2,4,0,6,1,13,1,0,2,4,4,1
52,1,0,2,4,0,1,1,2,5,0,3,1,1,0,18,4,0,2,4,7,15
43,2,1,1,3,0,4,0,3,2,8,4,0,4,1,13,2,1,2,2,2,2
54,1,2,26,3,4,4,0,4,4,0,4,1,2,0,12,3,0,3,3,3,4
34,0,0,28,3,2,4,0,2,2,2,3,0,1,1,21,4,2,2,3,7,1
24,0,2,22,1,4,4,1,1,1,6,3,0,1,1,11,3,1,2,3,0,0
37,0,1,10,1,0,4,0,3,1,1,1,2,0,0,13,2,2,3,2,3,4
58,0,1,23,4,3,4,0,3,3,8,4,0,1,1,12,4,1,3,2,10,15
54,0,1,1,3,3,4,0,3,4,7,4,1,6,1,19,4,0,3,2,7,12
48,2,1,4,5,3,3,1,2,4,0,4,0,2,1,25,2,1,3,3,2,2
56,0,1,4,4,1,4,0,3,5,0,1,2,4,1,13,4,1,2,3,2,4
33,0,1,1,3,0,2,0,2,2,8,4,1,0,1,14,1,0,3,3,0,1
39,0,0,4,4,0,4,0,2,2,2,3,0,4,1,14,3,1,1,4,11,5
58,0,1,1,3,3,4,0,3,5,7,1,0,3,0,21,3,1,3,3,8,1
33,0,0,2,4,3,4,1,3,2,2,4,2,1,1,14,3,2,5,3,2,0
30,0,1,24,1,0,4,1,3,1,4,3,2,1,1,22,2,1,2,3,0,0
53,0,0,1,1,3,4,0,3,2,2,1,1,7,1,20,4,0,2,4,7,8
45,0,1,7,3,3,1,0,3,1,1,3,0,4,0,19,3,1,2,2,2,0
52,0,0,5,3,0,2,1,3,3,2,2,1,9,0,19,3,0,2,2,7,7
44,0,1,8,4,0,1,1,4,1,4,4,0,2,0,24,3,1,2,2,2,0
28,2,1,2,3,0,4,1,2,1,4,4,0,1,0,12,2,1,2,3,2,2
27,0,1,4,3,0,2,1,4,2,5,2,0,1,0,20,2,1,0,3,2,0
45,0,1,10,2,0,1,1,3,1,1,4,0,3,1,21,4,2,3,2,2,0
37,0,1,10,3,0,3,0,4,3,7,4,0,1,0,25,1,1,2,3,11,6
21,2,0,1,1,1,1,0,2,1,3,2,1,1,0,11,3,0,3,3,2,1
45,0,1,9,3,0,2,1,3,2,4,2,2,8,1,18,3,1,2,1,9,0
29,0,0,10,1,2,4,0,2,2,2,2,2,1,0,14,1,2,2,3,7,1
36,1,1,24,4,0,2,0,3,2,4,2,0,7,1,15,3,1,3,3,8,0
29,0,2,13,3,4,1,1,2,1,6,1,2,4,0,15,4,3,3,3,2,2
28,0,0,2,4,2,2,0,3,2,2,2,0,1,0,20,1,0,2,3,7,7
31,2,1,1,3,0,4,1,1,2,1,1,0,1,1,21,2,0,6,3,8,8
53,0,1,3,4,3,3,1,3,4,7,3,0,3,0,16,4,3,5,2,3,1
30,0,1,16,3,0,3,1,4,2,8,3,0,3,1,16,3,1,3,3,0,1
22,0,1,1,2,0,4,1,3,1,1,3,1,0,1,12,4,0,2,4,2,1
46,0,0,3,3,0,3,0,3,4,0,2,0,8,1,12,4,1,2,4,12,5
39,2,1,1,1,0,2,1,3,5,0,3,2,1,0,14,3,1,3,3,8,1
52,0,1,6,2,1,4,1,3,2,1,1,2,3,0,12,2,2,3,3,9,6
45,2,0,26,4,0,1,0,3,2,2,1,0,2,1,14,4,2,4,3,1,0
53,0,1,7,3,0,3,1,4,4,7,3,0,3,1,19,3,0,3,3,1,1
31,0,1,8,3,0,1,0,2,1,1,2,1,1,1,12,3,0,3,4,0,0
29,0,1,7,3,0,3,1,3,2,8,4,2,1,0,11,2,2,2,3,0,1
33,0,0,16,3,0,1,0,3,3,2,1,1,2,0,20,3,0,2,2,0,0
23,0,1,9,1,3,2,1,3,1,4,1,0,1,1,14,4,1,2,4,3,0
28,0,1,1,3,3,3,0,3,1,1,1,0,1,1,25,3,1,3,3,2,1
47,0,0,2,4,0,2,0,4,4,0,2,2,6,1,14,3,3,2,3,2,1
35,0,1,28,3,0,2,1,4,2,4,3,0,1,1,17,4,2,3,2,9,6
50,0,1,28,3,0,4,0,3,4,7,1,0,4,0,11,2,0,2,3,2,1
57,0,1,24,2,0,3,1,4,3,8,4,2,3,0,16,2,1,2,1,3,1
29,0,1,8,4,5,2,1,1,1,4,1,0,1,0,11,4,0,4,2,7,0
37,0,1,1,4,0,1,1,2,2,5,3,2,1,1,18,3,1,2,4,5,0
26,0,1,3,3,0,1,0,3,1,1,4,0,1,1,21,1,0,5,3,0,0
56,0,0,11,5,2,4,0,2,2,2,1,0,4,1,16,3,1,3,3,0,0
31,0,0,2,2,0,1,1,3,1,3,3,0,0,1,19,3,1,1,3,2,1
39,2,1,8,1,0,3,0,3,1,4,3,0,1,1,11,1,1,3,3,3,0
37,0,1,1,3,0,4,0,2,2,5,4,0,1,1,13,2,1,2,2,8,3
27,2,1,15,3,0,4,0,2,1,1,1,0,0,1,19,4,1,2,2,6,7
34,2,1,10,4,0,3,1,4,2,5,4,2,1,1,13,1,1,3,3,7,7
26,0,0,10,3,3,3,1,3,2,2,4,1,1,1,13,1,0,4,3,3,1
30,0,0,7,1,2,4,1,3,1,3,2,1,0,1,14,1,0,3,3,2,1
27,1,1,8,5,0,1,1,1,1,4,3,0,1,1,19,4,3,4,3,2,1
36,0,1,6,4,0,3,1,1,1,4,3,2,1,1,14,3,1,4,3,7,1
34,1,1,16,4,1,4,1,1,1,1,1,0,1,0,23,2,1,2,3,2,3
28,0,1,2,1,0,1,1,2,1,1,2,0,0,1,17,1,0,2,1,3,0
49,2,1,28,2,0,1,1,2,2,4,1,1,3,1,20,1,0,2,3,3,1
24,1,1,9,3,0,3,1,2,1,4,2,2,1,1,11,3,3,4,3,0,0
30,0,1,6,3,1,1,0,2,2,4,4,0,0,1,12,1,1,6,3,2,6
42,0,1,23,5,0,1,0,3,4,7,4,1,2,1,14,2,0,2,3,0,0
26,0,1,1,3,3,3,1,3,1,4,1,1,0,1,13,4,0,6,2,7,7
41,0,1,5,5,3,2,1,4,1,1,3,0,2,0,12,1,0,5,2,2,0
26,0,1,24,3,1,3,1,1,1,4,4,1,1,0,18,2,0,3,1,0,0
38,2,1,8,3,3,4,0,2,2,1,2,2,1,0,16,3,1,3,3,11,0
50,1,1,2,4,0,1,1,3,4,0,1,2,1,1,11,4,1,3,3,6,14
26,0,0,8,3,1,4,1,2,2,2,1,1,6,1,17,3,0,2,2,3,1
35,0,1,25,3,1,4,1,2,3,5,2,0,3,1,16,1,0,2,3,10,4
58,0,1,2,4,0,4,1,3,5,7,2,1,7,0,12,4,0,2,3,15,13
54,2,1,1,4,0,4,0,3,3,5,3,2,7,1,17,1,1,2,1,4,1
24,2,0,24,3,3,4,1,3,1,3,4,0,0,1,13,3,2,3,3,2,2
28,2,1,1,3,3,1,1,2,1,4,2,2,1,1,15,1,2,2,3,0,0
42,0,0,1,1,0,2,1,3,2,2,3,0,1,1,25,3,0,3,3,16,11
29,0,1,7,3,1,2,0,3,1,4,3,2,3,0,13,1,2,2,3,7,7
30,2,1,5,3,3,2,0,3,1,4,2,1,0,1,17,1,0,3,3,2,1
33,2,1,1,4,5,3,0,4,2,8,2,0,1,0,13,1,1,2,3,5,1
37,0,1,25,2,3,3,0,2,2,8,4,2,7,1,13,3,2,2,3,2,1
41,1,0,10,2,3,3,1,1,2,2,2,1,1,1,13,1,0,4,3,2,11
31,2,0,2,4,5,4,1,3,2,2,1,1,7,1,13,4,0,3,3,2,0
45,0,1,29,3,1,2,1,3,3,5,4,0,4,0,18,4,2,4,4,1,1
20,0,0,2,3,3,3,0,3,1,3,3,1,1,1,19,1,0,3,3,2,2
33,0,1,1,5,3,1,0,4,4,7,3,2,4,1,19,3,1,2,3,1,0
42,2,1,8,3,0,2,1,3,5,0,4,2,1,1,13,2,1,4,2,7,14
41,2,1,10,3,0,4,1,2,4,0,1,2,4,1,13,2,1,2,2,6,7
22,0,1,19,1,3,3,1,3,1,1,4,0,1,1,24,1,2,6,3,2,2
53,0,1,2,5,1,3,0,2,3,5,4,0,0,1,16,2,1,4,3,7,1
44,0,0,28,3,3,4,0,4,4,2,4,0,3,0,18,3,1,2,3,11,11
34,0,1,1,4,0,2,1,3,2,1,4,0,9,1,17,2,1,3,2,2,2
29,0,1,15,1,0,2,0,1,1,1,4,0,0,0,18,1,1,2,2,4,1
31,2,0,1,3,0,4,0,3,1,3,2,1,1,0,11,1,0,2,4,2,2
41,1,2,4,3,4,3,1,1,2,6,2,0,6,1,19,2,1,4,3,2,1
37,0,0,16,4,2,4,1,2,2,2,3,2,4,1,19,4,2,2,3,0,0
34,2,1,16,4,0,3,0,2,1,1,4,1,1,1,16,3,0,3,3,2,1
27,1,1,3,3,3,3,1,2,1,1,3,2,1,0,15,4,1,2,2,1,0
50,2,1,1,3,0,1,0,3,5,7,2,0,3,0,19,1,0,1,2,3,0
40,1,1,8,1,3,4,1,2,3,7,2,2,2,1,11,3,1,5,3,8,4
44,0,1,4,3,3,4,1,3,2,8,2,1,9,1,12,4,0,2,2,2,2
45,0,1,28,2,1,4,0,2,4,7,2,1,1,1,11,3,0,2,3,6,8
47,0,1,5,5,0,4,1,3,5,7,3,0,4,1,11,2,1,2,3,2,1
30,2,0,12,4,0,2,1,2,1,3,1,0,1,1,18,3,1,2,4,0,0
22,0,1,6,1,3,1,1,3,1,1,3,0,0,1,20,4,0,3,3,2,2
39,1,0,21,4,0,1,0,1,2,2,3,0,6,1,19,3,1,1,3,2,1
46,2,1,1,3,3,3,1,2,3,8,1,0,2,0,13,3,1,5,2,9,9
28,0,1,3,3,3,4,0,3,3,5,2,2,0,1,17,2,3,3,2,7,1
46,0,0,10,3,2,3,0,2,3,2,4,0,2,0,19,3,1,3,3,2,1
38,2,2,10,4,4,3,1,3,2,6,3,0,3,1,11,3,0,2,3,3,1
27,2,0,8,3,0,4,1,3,3,2,3,1,1,1,15,4,0,0,3,8,1
22,2,1,3,4,0,3,1,2,1,1,4,0,0,0,11,2,1,5,3,0,0
46,1,0,26,2,0,2,1,2,2,2,2,1,8,1,15,3,0,3,3,2,2
40,0,1,1,4,0,2,1,3,1,4,2,0,3,1,22,3,1,3,3,2,0
33,1,0,17,3,0,4,1,3,4,0,3,1,1,1,11,4,0,2,3,8,6
44,0,1,1,3,3,2,1,3,1,1,4,1,6,0,12,3,0,2,3,3,1
55,0,2,26,4,4,3,1,4,5,0,2,0,4,0,18,1,1,0,3,9,1
38,2,1,3,4,5,3,1,3,1,1,3,0,3,1,16,1,1,2,3,2,2
25,0,0,10,4,0,3,1,3,2,2,4,1,0,1,14,2,0,4,3,3,1
53,0,1,6,3,0,4,1,3,2,4,4,1,2,1,17,4,0,4,3,2,2
33,2,1,7,2,0,4,1,3,2,8,3,2,1,1,20,3,3,2,3,7,2
36,0,1,9,3,3,4,1,2,1,1,3,0,0,0,17,1,1,0,2,0,0
33,2,1,3,3,0,1,1,3,1,1,1,1,1,0,11,1,0,3,3,8,9
33,2,1,6,3,0,3,1,3,2,8,4,2,3,1,23,3,1,2,1,11,4
37,0,1,5,2,3,4,1,3,2,5,4,2,7,1,16,3,2,2,2,2,0
33,0,1,4,4,3,3,0,2,1,1,2,0,6,1,21,4,0,3,3,2,1
30,0,1,2,1,3,2,1,2,1,4,4,1,0,1,13,4,0,3,3,3,1
57,0,1,1,2,0,2,1,4,2,1,3,0,0,1,24,1,1,2,2,9,2
50,2,1,20,5,3,2,1,3,4,8,3,0,2,0,15,3,1,3,3,8,12
34,1,1,3,4,0,3,1,2,1,1,4,0,3,1,17,4,3,2,3,0,0
35,0,1,6,4,0,2,1,1,2,1,4,1,1,1,13,2,0,3,3,11,11
45,1,0,2,4,0,3,0,3,2,2,3,0,4,1,22,2,2,3,4,7,5
33,0,1,2,3,0,3,1,3,1,1,4,1,0,1,14,1,0,2,4,1,0
48,1,1,1,4,3,1,1,4,4,0,4,1,2,1,22,3,0,3,2,4,2
38,0,0,1,4,0,1,0,2,2,2,4,1,4,1,22,3,0,2,4,3,0
21,0,0,7,1,2,2,1,3,1,3,2,1,1,1,13,2,0,3,3,0,1
48,2,1,22,3,3,4,0,3,4,0,4,2,3,1,11,2,1,3,3,17,4
49,0,1,20,4,3,3,0,3,2,5,1,0,1,1,14,3,0,2,2,11,5
51,0,1,3,3,3,4,0,3,4,8,2,1,3,1,18,3,0,6,3,7,1
51,2,1,8,4,0,1,1,1,3,5,4,1,2,1,15,4,0,2,3,2,0
28,0,0,3,3,3,2,0,3,1,3,2,0,1,1,19,4,1,3,3,0,0
54,0,1,3,3,0,4,1,3,4,7,4,0,3,1,14,1,0,2,3,9,0
42,1,1,21,2,3,3,0,3,2,5,3,2,2,1,16,2,1,5,3,3,0
